CarID,Listed_Date,Make,Model,Year,Vehicle_Type,Size,Color,Transmission,Fuel_Type,Drive,Cylinders,Odometer,Condition,Title_Status,State,Region
979953,2021-04-23T15:43:08-0700,honda,civic lx,2010,sedan,compact,blue,automatic,gas,fwd,4,173023,good,clean,or,salem
718842,2021-04-28T21:23:36-0400,chevrolet,tahoe lt 4x4,2002,SUV,full-size,white,automatic,gas,4wd,8,208265,excellent,clean,nc,jacksonville
882849,2021-04-12T16:34:00-0400,mazda,tribute,2009,SUV,mid-size,blue,automatic,gas,fwd,4,188580,excellent,clean,oh,cleveland
31665,2021-05-03T21:36:44-0700,lincoln,mkt,2018,SUV,full-size,white,automatic,gas,fwd,6,44702,excellent,clean,az,phoenix
203298,2021-04-21T15:01:40-0700,nissan,altima,2013,sedan,mid-size,black,automatic,gas,fwd,4,155000,excellent,clean,ca,ventura county
1041387,2021-04-30T09:33:22-0400,jeep,wrangler,2005,SUV,full-size,blue,manual,gas,4wd,6,36620,good,clean,sc,greenville / upstate
244299,2021-04-13T13:41:53-0600,chevrolet,utility,2004,truck,full-size,white,automatic,gas,rwd,8,150000,good,clean,co,pueblo
1190508,2021-04-21T13:05:45-0400,volkswagen,tiguan,2010,SUV,full-size,grey,automatic,gas,fwd,4,72000,good,clean,va,richmond
779043,2021-05-01T22:45:07-0600,mazda,3,2009,hatchback,mid-size,red,automatic,gas,fwd,4,114000,like new,salvage,nm,albuquerque
326754,2021-04-27T12:05:11-0400,chevrolet,malibu,2017,sedan,mid-size,silver,automatic,gas,fwd,4,72840,excellent,clean,fl,sarasota-bradenton
234159,2021-05-01T07:20:39-0600,toyota,highlander hybrid,2006,SUV,full-size,blue,automatic,gas,4wd,6,197000,excellent,clean,co,denver
1740,2021-04-27T08:58:19-0500,toyota,fj cruiser 4x4,2008,SUV,mid-size,yellow,automatic,gas,4wd,6,188096,good,clean,al,birmingham
1062384,2021-05-04T11:18:18-0400,infiniti,qx60 3.5 sport utility,2017,SUV,mid-size,white,automatic,gas,4wd,6,52631,like new,clean,tn,knoxville
620208,2021-05-03T14:07:18-0400,ford,focus,2018,hatchback,mid-size,blue,automatic,gas,fwd,4,28600,good,rebuilt,mi,monroe
757155,2021-05-02T09:33:06-0400,dodge,dakota,2005,truck,mid-size,black,automatic,gas,4wd,8,99000,good,clean,nj,jersey shore
914628,2021-04-30T18:06:51-0500,gmc,yukon,2005,SUV,full-size,grey,automatic,gas,4wd,8,232000,excellent,clean,ok,oklahoma city
86667,2021-04-07T07:54:38-0700,porsche,panamera,2012,sedan,mid-size,black,automatic,gas,rwd,6,84000,good,salvage,ca,gold country
1049202,2021-04-21T11:44:41-0400,ford,f350 diesels powerstroke,2005,other,full-size,white,automatic,diesel,rwd,8,214229,good,clean,sc,myrtle beach
517746,2021-04-28T20:38:03-0400,ford,f150,2009,pickup,full-size,red,automatic,gas,rwd,8,78500,good,rebuilt,ky,louisville
592707,2021-04-30T14:18:53-0400,dodge,journey sxt,2016,SUV,full-size,white,automatic,gas,fwd,6,77250,like new,rebuilt,mi,detroit metro
692721,2021-04-12T16:31:20-0400,ford,mustang,2008,convertible,mid-size,custom,automatic,gas,rwd,6,103969,good,clean,nc,asheville
1135251,2021-05-03T13:10:57-0500,cadillac,escalade,2002,SUV,full-size,red,automatic,gas,rwd,8,182000,good,clean,tx,mcallen / edinburg
905742,2021-04-27T07:48:43-0400,ford,escape xlt,2013,SUV,mid-size,green,automatic,gas,fwd,4,230200,good,clean,oh,toledo
1265286,2021-04-08T10:11:53-0500,jeep,liberty,2012,SUV,mid-size,silver,automatic,gas,4wd,6,88415,like new,clean,wi,madison
857835,2021-04-06T09:18:33-0500,ford,f-550 super duty 4x4,2016,pickup,full-size,white,automatic,diesel,4wd,8,130525,excellent,clean,nd,bismarck
871140,2021-04-24T13:12:13-0400,honda,crv ex,2016,SUV,mid-size,grey,automatic,gas,4wd,4,61000,excellent,rebuilt,oh,cincinnati
124551,2021-05-03T11:53:34-0700,bmw,m2,2016,coupe,compact,black,manual,gas,rwd,6,650000,good,clean,ca,orange county
268005,2021-05-01T09:33:04-0400,honda,cr-v ex,2002,SUV,compact,grey,automatic,gas,4wd,4,97819,excellent,clean,dc,"washington, DC"
926103,2021-04-27T14:35:23-0500,dodge,grand caravan,2012,mini-van,mid-size,silver,automatic,gas,fwd,6,33000,like new,clean,ok,tulsa
68043,2021-04-16T16:00:40-0700,honda,crv exl cr-v ex-l,2014,truck,mid-size,brown,automatic,gas,fwd,4,44000,like new,salvage,ca,bakersfield
1079541,2021-04-28T19:00:02-0500,nissan,juke,2013,SUV,full-size,grey,automatic,gas,4wd,4,96247,good,clean,tn,nashville
437097,2021-04-22T12:29:23-0500,chevrolet,c4500 kodiak,2008,other,full-size,white,automatic,diesel,rwd,8,249765,good,clean,il,southern illinois
1104546,2021-04-13T18:11:25-0500,ram,2500,2006,truck,full-size,silver,manual,diesel,4wd,6,164000,good,clean,tx,corpus christi
394416,2021-05-01T12:11:09-0600,volvo,xc70,2009,wagon,full-size,white,automatic,gas,4wd,6,96293,good,clean,id,boise
29097,2021-04-11T11:04:04-0700,audi,a6 s-line,2008,sedan,mid-size,silver,automatic,gas,4wd,6,174800,excellent,clean,az,mohave county
510249,2021-04-09T18:23:14-0500,ford,f150 lariat supercrew 4x4,2016,pickup,full-size,red,automatic,gas,4wd,6,152957,excellent,clean,ks,wichita
919575,2021-04-20T12:58:03-0500,ford,econoline commercial cutaway,2012,van,full-size,white,automatic,other,rwd,8,259249,good,clean,ok,oklahoma city
787551,2021-04-11T21:27:48-0600,cadillac,escalade,2007,SUV,full-size,white,automatic,gas,4wd,8,203000,good,clean,nm,las cruces
1097151,2021-04-24T16:34:12-0500,ford,police interceptor,2017,SUV,full-size,silver,automatic,gas,4wd,6,115000,like new,clean,tx,austin
565935,2021-04-26T12:39:27-0400,volkswagen,passat komfort wagon,2009,wagon,mid-size,silver,automatic,gas,fwd,4,132000,good,clean,ma,cape cod / islands
235191,2021-05-04T12:16:30-0600,buick,lucerne,2006,sedan,full-size,black,automatic,gas,fwd,4,103075,good,clean,co,fort collins / north CO
362349,2021-04-29T12:20:52-0400,chevrolet,silverado 1500 ls,2000,pickup,full-size,white,automatic,gas,rwd,8,167393,good,clean,ga,athens
1245648,2021-04-28T09:28:16-0500,audi,q5,2011,SUV,mid-size,black,automatic,gas,4wd,6,94165,excellent,clean,wi,appleton-oshkosh-FDL
647214,2021-05-01T16:16:31-0500,ford,f-150 stx supercrew,2019,truck,full-size,grey,automatic,gas,4wd,6,21173,like new,clean,mn,minneapolis / st paul
403740,2021-04-30T15:07:20-0700,lexus,es 330,2006,sedan,mid-size,silver,automatic,gas,fwd,6,52700,like new,clean,id,lewiston / clarkston
767445,2021-04-22T08:44:23-0400,gmc,savana,2004,truck,full-size,white,automatic,gas,rwd,8,178342,good,clean,nj,north jersey
927216,2021-04-23T21:02:32-0500,audi,q5,2010,SUV,full-size,red,automatic,gas,4wd,6,85834,excellent,clean,ok,tulsa
791547,2021-04-30T16:22:12-0400,kia,sportage lx awd,2015,SUV,mid-size,grey,automatic,gas,4wd,4,107086,excellent,clean,ny,albany
856575,2021-04-23T09:19:25-0400,volkswagen,jetta sportwagen,2013,wagon,compact,white,automatic,gas,fwd,5,56952,excellent,clean,nh,new hampshire
360375,2021-04-15T16:59:48-0400,jeep,wrangler rubicon,2008,SUV,full-size,blue,manual,gas,4wd,6,128481,excellent,clean,fl,treasure coast
334737,2021-05-03T21:31:35-0400,mercedes-benz,cla-250,2016,sedan,mid-size,white,automatic,gas,fwd,4,58140,like new,clean,fl,south florida
76644,2021-05-02T13:20:05-0700,chevrolet,silverado lt,2011,truck,full-size,black,automatic,gas,fwd,8,184000,good,clean,ca,fresno / madera
877104,2021-05-02T15:20:15-0400,ford,explorer,2005,SUV,full-size,custom,automatic,gas,4wd,8,180000,good,clean,oh,cleveland
906405,2021-04-23T11:27:49-0400,honda,hr-v,2018,wagon,compact,blue,automatic,gas,fwd,4,27542,excellent,clean,oh,toledo
554001,2021-04-14T16:33:10-0400,chevrolet,silverado 2500 ltz 4x4,2011,pickup,full-size,black,automatic,gas,4wd,8,76905,excellent,clean,md,frederick
600489,2021-05-03T21:29:55-0400,honda,accord ex-l,2013,sedan,mid-size,custom,automatic,gas,fwd,4,89600,excellent,clean,mi,grand rapids
19653,2021-04-20T09:26:01-0800,chevrolet,silverado 1500,2015,truck,full-size,black,automatic,gas,4wd,8,87132,like new,clean,ak,anchorage / mat-su
1004241,2021-04-20T07:28:33-0400,acura,mdx,2006,SUV,mid-size,silver,automatic,gas,4wd,6,185000,excellent,clean,pa,philadelphia
541332,2021-04-16T14:20:13-0400,gmc,sierra 1500 sle,2017,truck,full-size,black,automatic,gas,4wd,8,67000,excellent,clean,me,maine
885384,2021-05-04T17:59:15-0400,chevrolet,equinox,2016,SUV,full-size,black,automatic,gas,fwd,4,131666,good,clean,oh,columbus
901605,2021-04-16T11:03:59-0400,ford,escape,2015,SUV,full-size,blue,automatic,gas,4wd,4,76567,excellent,rebuilt,oh,mansfield
742521,2021-04-30T13:51:29-0700,chrysler,town and country,2012,mini-van,full-size,grey,automatic,gas,fwd,6,150000,like new,clean,nv,las vegas
216141,2021-04-24T12:13:12-0600,ford,f250 super duty,2012,truck,full-size,white,automatic,gas,4wd,8,148000,good,clean,co,boulder
450024,2021-04-06T10:26:35-0400,chevrolet,cobalt,2009,sedan,mid-size,red,automatic,gas,fwd,4,107000,good,clean,in,bloomington
311499,2021-04-06T12:15:24-0400,nissan,titan,2017,pickup,full-size,blue,automatic,gas,rwd,8,71244,excellent,clean,fl,ocala
368646,2021-05-01T12:03:40-0400,honda,element sc,2008,SUV,full-size,black,automatic,gas,fwd,4,137764,good,clean,ga,atlanta
204291,2021-04-17T09:30:38-0700,honda,odyssey ex-l,2006,van,mid-size,brown,automatic,gas,fwd,6,112000,excellent,clean,ca,ventura county
1255782,2021-04-25T16:01:49-0500,ford,f-250 super duty,2001,pickup,full-size,white,automatic,gas,4wd,10,150705,fair,clean,wi,kenosha-racine
262791,2021-04-05T17:13:06-0400,honda,civic,2010,sedan,compact,black,automatic,gas,fwd,3,178000,good,clean,ct,new haven
221253,2021-04-25T10:25:29-0600,ford,bronco,1996,SUV,full-size,white,automatic,gas,4wd,8,103000,good,clean,co,colorado springs
1061262,2021-04-25T17:14:22-0500,mercedes-benz,gl450,2008,SUV,full-size,white,automatic,gas,4wd,8,205000,good,clean,tn,jackson
572916,2021-04-16T17:42:46-0400,lincoln,continental,2017,sedan,full-size,black,automatic,gas,4wd,6,117200,good,clean,ma,western massachusetts
1008144,2021-04-30T15:56:09-0400,dodge,grand caravan se,2016,van,mid-size,grey,automatic,gas,fwd,6,57000,salvage,salvage,pa,pittsburgh
42969,2021-05-02T17:07:53-0700,volkswagen,jetta,2008,coupe,compact,silver,automatic,gas,fwd,5,161000,good,clean,az,tucson
973833,2021-05-04T10:15:01-0700,ford,focus se,2011,sedan,compact,grey,manual,gas,fwd,4,106000,like new,rebuilt,or,roseburg
341427,2021-04-29T14:50:14-0400,honda,civic sdn,2009,sedan,sub-compact,silver,automatic,gas,fwd,4,136888,excellent,clean,fl,south florida
478050,2021-04-23T18:06:29-0500,chevrolet,silverado 1500 lt 4x4,2013,truck,full-size,black,automatic,gas,4wd,8,94952,excellent,clean,ia,dubuque
958017,2021-04-30T12:06:43-0700,hyundai,santa fe,2011,SUV,mid-size,silver,automatic,gas,4wd,4,123369,good,clean,or,medford-ashland
1062690,2021-05-03T17:16:35-0400,chevrolet,silverado 1500,2011,truck,full-size,red,automatic,gas,4wd,8,167073,good,clean,tn,knoxville
1183380,2021-04-19T11:08:58-0400,chevrolet,astro cargo van,1994,van,full-size,silver,automatic,gas,rwd,6,128785,like new,clean,va,norfolk / hampton roads
666699,2021-04-21T22:30:24-0500,gmc,sierra,2017,truck,full-size,black,automatic,gas,4wd,8,63000,excellent,lien,mo,springfield
1265868,2021-04-05T11:30:41-0500,ford,f-150,2014,truck,full-size,blue,automatic,gas,rwd,6,81288,good,clean,wi,madison
678198,2021-04-16T10:23:05-0600,jeep,grand cherokee trailhawk,2018,SUV,full-size,grey,automatic,gas,4wd,6,53249,excellent,clean,mt,bozeman
1070277,2021-04-05T11:45:20-0400,audi,a8 quattro,2013,sedan,full-size,blue,automatic,gas,4wd,8,180000,good,clean,tn,knoxville
899274,2021-04-06T08:49:50-0400,ford,excursion limited,2000,SUV,full-size,green,automatic,gas,4wd,10,191000,fair,clean,oh,dayton / springfield
323646,2021-04-14T04:40:17-0500,honda,accord,2007,sedan,compact,grey,automatic,gas,fwd,6,160000,good,clean,fl,pensacola
798000,2021-04-25T11:31:49-0400,toyota,camry,2007,sedan,full-size,custom,automatic,gas,fwd,4,122100,good,clean,ny,binghamton
862902,2021-04-16T11:10:31-0400,pontiac,g6,2008,sedan,mid-size,grey,automatic,gas,fwd,6,130000,good,clean,oh,akron / canton
1030329,2021-04-12T11:09:38-0400,ram,1500,2009,truck,full-size,white,automatic,gas,rwd,6,75041,excellent,clean,ri,rhode island
259308,2021-04-28T19:01:20-0400,rover,discovery sport,2016,SUV,full-size,black,automatic,gas,4wd,4,60412,excellent,clean,ct,new haven
1121001,2021-05-04T19:15:33-0500,bmw,3-series,2011,sedan,compact,black,automatic,gas,rwd,6,115720,excellent,clean,tx,galveston
422109,2021-05-03T10:43:37-0500,chevrolet,silverado,2004,truck,full-size,brown,automatic,gas,4wd,6,130000,good,clean,il,chicago
237624,2021-04-25T16:58:17-0600,toyota,highlander,2015,SUV,mid-size,red,automatic,gas,4wd,6,84464,excellent,clean,co,fort collins / north CO
888354,2021-04-26T16:45:26-0400,honda,accord sdn,2001,sedan,mid-size,white,automatic,gas,fwd,4,119728,excellent,clean,oh,columbus
1030476,2021-04-11T18:48:36-0400,hyundai,accent gls,2013,sedan,mid-size,silver,automatic,gas,fwd,4,167000,excellent,clean,ri,rhode island
102354,2021-05-03T10:31:20-0700,nissan,pathfinder sv,2013,SUV,full-size,silver,automatic,gas,rwd,6,112000,like new,clean,ca,los angeles
920976,2021-04-16T08:49:39-0500,chevrolet,cruze,2019,sedan,compact,silver,automatic,gas,fwd,4,34075,excellent,clean,ok,oklahoma city
707376,2021-04-26T14:27:09-0400,hyundai,sonata,2012,sedan,mid-size,silver,automatic,gas,fwd,4,87548,excellent,clean,nc,fayetteville
173718,2021-04-22T19:22:52-0700,toyota,tacoma trd off road,2015,truck,mid-size,silver,automatic,gas,rwd,6,65372,excellent,clean,ca,san luis obispo
534048,2021-05-02T08:34:32-0400,ford,f-250 super duty,2003,pickup,full-size,silver,automatic,diesel,4wd,8,163000,fair,clean,me,maine
630978,2021-04-23T09:01:28-0400,toyota,tundra sr double cab,2019,truck,full-size,red,automatic,gas,4wd,8,28000,excellent,clean,mi,upper peninsula
75447,2021-04-05T22:17:05-0700,toyota,tacoma 4x4 trd,2013,truck,full-size,green,manual,gas,4wd,6,92903,excellent,clean,ca,chico
324411,2021-05-03T18:00:55-0400,toyota,tacoma,2013,pickup,full-size,brown,automatic,gas,rwd,4,100163,excellent,clean,fl,sarasota-bradenton
1044072,2021-04-19T14:35:15-0400,jeep,wrangler,2009,SUV,full-size,yellow,manual,gas,4wd,6,80196,good,clean,sc,greenville / upstate
206121,2021-04-09T18:01:25-0700,honda,odyssey ex-l,2006,van,mid-size,brown,automatic,gas,fwd,6,112000,excellent,clean,ca,ventura county
359391,2021-04-24T10:50:35-0400,ford,f350 super duty,2012,truck,full-size,white,automatic,diesel,rwd,8,169615,excellent,clean,fl,treasure coast
843075,2021-04-21T18:43:28-0400,toyota,camry,2008,sedan,full-size,black,automatic,gas,fwd,4,180000,good,clean,ny,syracuse
862695,2021-04-17T09:29:17-0400,chrysler,300,2014,sedan,full-size,black,automatic,gas,rwd,6,53133,excellent,clean,oh,akron / canton
1094154,2021-04-29T16:00:56-0500,toyota,tacoma,1998,truck,mid-size,red,automatic,gas,rwd,4,187000,good,clean,tx,austin
419613,2021-04-09T15:20:20-0500,chevrolet,2500 cargo van,2002,van,full-size,silver,automatic,gas,rwd,8,113554,good,clean,il,champaign urbana
814758,2021-04-23T22:11:26-0400,ram,1500,2015,truck,full-size,grey,automatic,diesel,4wd,6,104281,excellent,clean,ny,ithaca
639210,2021-04-05T15:52:23-0500,chevrolet,silverado,2003,pickup,full-size,white,automatic,gas,4wd,8,230000,good,clean,mn,fargo / moorhead
424779,2021-05-01T09:50:29-0500,cadillac,srx,2010,SUV,mid-size,blue,automatic,gas,4wd,6,125000,excellent,clean,il,chicago
586119,2021-05-02T11:03:07-0400,ford,edge,2007,SUV,compact,black,automatic,gas,fwd,6,217435,good,clean,mi,central michigan
1200399,2021-05-03T00:02:43-0700,ram,1500,2013,truck,full-size,silver,automatic,gas,4wd,8,102000,like new,clean,wa,bellingham
506760,2021-04-30T00:08:10-0500,ford,e-150 econoline van,1994,van,full-size,white,automatic,gas,rwd,8,63000,excellent,clean,ks,wichita
394680,2021-05-01T10:44:38-0600,toyota,corolla xrs,2005,sedan,compact,red,manual,gas,fwd,4,213631,good,clean,id,boise
664689,2021-05-03T12:52:50-0500,ford,f-150,2015,truck,full-size,white,automatic,gas,4wd,6,79000,good,clean,mo,springfield
1242900,2021-05-01T22:52:41-0400,jeep,wrangler sport,2012,truck,mid-size,red,manual,gas,4wd,6,158000,excellent,clean,wv,eastern panhandle
413892,2021-04-28T14:55:13-0700,ford,escape se awd,2017,SUV,mid-size,white,automatic,gas,4wd,4,51549,like new,clean,id,spokane / coeur d'alene
420381,2021-05-04T11:54:48-0500,cadillac,escalade,2010,SUV,full-size,white,automatic,gas,4wd,8,142000,like new,clean,il,chicago
677382,2021-04-22T15:01:02-0600,gmc,suburban,1996,SUV,full-size,red,automatic,gas,4wd,8,95140,good,clean,mt,bozeman
1146315,2021-04-24T12:38:39-0500,ford,f-250 super duty,2017,pickup,full-size,white,automatic,diesel,4wd,8,67000,like new,rebuilt,tx,san antonio
13779,2021-04-23T13:25:05-0500,cadillac,deville,1994,sedan,full-size,green,automatic,gas,fwd,8,120000,good,clean,al,montgomery
690864,2021-04-26T18:12:24-0400,subaru,forester,2010,SUV,compact,white,automatic,gas,4wd,4,217321,good,clean,nc,asheville
1142361,2021-04-30T12:38:43-0500,ram,1500 lone star,2006,truck,full-size,orange,automatic,gas,rwd,8,156636,good,clean,tx,san antonio
360399,2021-04-15T14:28:44-0400,chrysler,300m,1999,sedan,mid-size,red,automatic,gas,fwd,6,145000,excellent,clean,fl,treasure coast
828996,2021-05-02T05:52:23-0400,ford,taurus sel,2008,sedan,mid-size,blue,automatic,gas,fwd,6,18369,like new,clean,ny,new york city
1279257,2021-04-26T13:57:28-0600,chevrolet,silverado 1500,2014,truck,full-size,white,automatic,gas,4wd,8,200365,good,clean,wy,wyoming
1001904,2021-04-25T11:33:22-0400,mercedes-benz,benz s350,2012,sedan,full-size,black,automatic,diesel,4wd,6,165100,excellent,clean,pa,philadelphia
1164666,2021-04-16T09:37:07-0400,chevrolet,silverado lt 2500hd,2008,pickup,full-size,blue,automatic,diesel,4wd,8,209890,excellent,clean,vt,vermont
1021467,2021-05-04T14:23:28-0400,chevrolet,lumina,1999,sedan,mid-size,green,automatic,gas,fwd,6,179000,excellent,clean,pa,williamsport
1164687,2021-04-15T22:05:10-0400,ford,fusion se,2011,sedan,full-size,custom,automatic,gas,fwd,6,85000,good,clean,vt,vermont
310557,2021-04-12T11:11:06-0400,ford,flat bed,2011,truck,full-size,white,automatic,gas,rwd,6,160000,excellent,clean,fl,ocala
869109,2021-04-29T20:09:14-0400,volkswagen,passat sel,2014,sedan,mid-size,white,automatic,gas,fwd,6,98050,like new,clean,oh,cincinnati
221325,2021-04-24T16:47:30-0600,ford,taurus sho,2013,sedan,full-size,white,automatic,gas,4wd,6,160728,excellent,clean,co,colorado springs
698853,2021-04-27T11:15:31-0400,porsche,924s,1987,coupe,compact,yellow,manual,gas,rwd,4,34000,good,clean,nc,charlotte
899724,2021-04-29T19:20:24-0400,hyundai,santa fe,2009,SUV,full-size,blue,automatic,gas,fwd,6,125767,good,clean,oh,lima / findlay
326247,2021-04-28T14:36:16-0400,toyota,tundra double cab,2011,truck,full-size,silver,automatic,gas,rwd,8,121000,good,lien,fl,sarasota-bradenton
206112,2021-04-09T18:04:15-0700,ford,escape xlt,2009,SUV,mid-size,grey,automatic,gas,fwd,6,136000,excellent,clean,ca,ventura county
922737,2021-04-27T23:44:08-0500,kia,forte gt line,2020,coupe,mid-size,orange,automatic,gas,fwd,4,2700,new,clean,ok,texoma
757812,2021-04-25T21:29:24-0400,gmc,jimmy sls,2001,SUV,mid-size,black,automatic,gas,4wd,6,170000,good,clean,nj,jersey shore
586158,2021-04-30T17:36:56-0400,bmw,z4,2008,convertible,compact,black,manual,gas,rwd,6,55760,excellent,clean,mi,central michigan
261345,2021-04-16T07:24:35-0400,toyota,sienna le,2005,mini-van,mid-size,silver,automatic,gas,fwd,6,129698,excellent,clean,ct,new haven
1069287,2021-04-09T10:29:54-0400,lexus,is 250,2014,sedan,mid-size,black,automatic,gas,4wd,6,70860,excellent,clean,tn,knoxville
793713,2021-04-21T17:20:42-0400,pontiac,g6,2008,sedan,mid-size,grey,automatic,gas,fwd,6,100925,good,clean,ny,albany
470736,2021-04-29T14:08:06-0500,volkswagen,cc sport,2010,sedan,full-size,brown,automatic,gas,fwd,4,97134,excellent,clean,ia,des moines
253902,2021-04-22T17:16:21-0400,toyota,matrix xr,2008,hatchback,compact,silver,automatic,gas,fwd,4,159010,like new,clean,ct,hartford
1170396,2021-04-16T12:19:17-0400,toyota,camry le,2012,sedan,full-size,custom,automatic,gas,fwd,4,104000,excellent,clean,va,danville
1062459,2021-05-04T11:04:18-0400,hyundai,santa fe sport,2014,SUV,mid-size,blue,automatic,gas,fwd,4,92996,excellent,clean,tn,knoxville
664107,2021-04-12T12:54:59-0500,chevrolet,blazer rs,2019,SUV,mid-size,red,automatic,gas,fwd,6,29400,like new,rebuilt,mo,southeast missouri
710703,2021-04-30T09:27:12-0400,toyota,tundra 4wd truck,2016,truck,full-size,blue,automatic,gas,4wd,8,111000,excellent,clean,nc,greensboro
492090,2021-04-12T17:57:58-0500,chevrolet,silverado,2010,truck,full-size,silver,automatic,gas,4wd,8,116000,excellent,clean,ia,waterloo / cedar falls
721968,2021-05-02T16:30:16-0400,hyundai,accent,2014,sedan,compact,silver,automatic,gas,fwd,4,148300,excellent,clean,nc,raleigh / durham / CH
258663,2021-05-01T15:41:42-0400,volkswagen,jetta,2011,sedan,compact,black,automatic,gas,fwd,5,137500,excellent,clean,ct,new haven
225729,2021-04-06T14:27:22-0600,volkswagen,jetta,2014,sedan,full-size,grey,manual,gas,fwd,4,116501,excellent,clean,co,colorado springs
674727,2021-04-09T13:52:25-0600,ford,f150 xlt 4x4,2015,truck,full-size,black,automatic,gas,4wd,8,146795,like new,clean,mt,billings
763383,2021-04-28T22:23:48-0400,saturn,aura xe,2009,sedan,full-size,custom,automatic,gas,fwd,4,70231,like new,clean,nj,north jersey
766467,2021-04-23T12:30:20-0400,nissan,versa,2012,sedan,mid-size,silver,automatic,gas,fwd,4,112000,excellent,clean,nj,north jersey
903768,2021-04-27T11:10:16-0400,honda,odyssey,2016,van,full-size,silver,automatic,gas,fwd,6,134000,excellent,clean,oh,sandusky
1033026,2021-04-24T08:14:34-0400,ford,econoline,2013,van,full-size,black,automatic,gas,rwd,8,103732,excellent,clean,sc,charleston
109920,2021-05-04T10:54:19-0700,dodge,grand caravan,2016,van,full-size,blue,automatic,gas,fwd,6,74674,like new,clean,ca,modesto
1276170,2021-04-21T11:39:38-0500,chevrolet,silverado 1500,2012,truck,mid-size,red,automatic,gas,4wd,8,75959,excellent,clean,wi,sheboygan
1254042,2021-04-04T11:57:27-0500,ford,f-250 super duty xlt,2008,pickup,full-size,silver,automatic,gas,4wd,8,155000,excellent,clean,wi,green bay
1022292,2021-04-10T20:53:44-0400,jaguar,xf,2009,sedan,full-size,black,automatic,gas,rwd,8,145000,good,clean,pa,williamsport
971394,2021-05-03T14:47:05-0700,honda,crv ex,1999,SUV,full-size,silver,manual,gas,4wd,4,64000,like new,rebuilt,or,portland
119589,2021-04-28T14:00:00-0700,mercedes-benz,benz ml350,2012,SUV,full-size,grey,automatic,gas,4wd,6,87356,excellent,clean,ca,monterey bay
947559,2021-05-03T14:15:27-0700,chevrolet,equinox ltz awd,2011,SUV,mid-size,silver,automatic,gas,4wd,6,141364,excellent,clean,or,eugene
915972,2021-04-28T10:29:48-0500,ford,transit 250,2019,van,full-size,white,automatic,gas,rwd,6,19232,excellent,clean,ok,oklahoma city
540486,2021-04-19T10:31:15-0400,toyota,sienna le,2014,mini-van,full-size,white,automatic,gas,fwd,6,101000,excellent,clean,me,maine
816153,2021-05-03T19:28:16-0400,toyota,camry,2006,sedan,compact,grey,automatic,gas,fwd,4,147500,good,clean,ny,long island
151203,2021-04-24T11:30:48-0700,nissan,murano,2011,SUV,full-size,blue,automatic,gas,4wd,6,134191,excellent,clean,ca,reno / tahoe
717090,2021-04-18T18:15:10-0400,nissan,300zx,1986,hatchback,compact,white,manual,gas,rwd,6,108000,excellent,clean,nc,hickory / lenoir
1006263,2021-05-04T21:01:54-0400,honda,civic,2013,sedan,sub-compact,silver,automatic,gas,fwd,4,89700,excellent,clean,pa,pittsburgh
250221,2021-04-07T23:55:01-0400,mercedes-benz,benz c300,2017,sedan,mid-size,silver,automatic,gas,4wd,4,22269,like new,clean,ct,eastern CT
672084,2021-04-23T13:42:25-0600,chevrolet,impala limited ls fwd,2014,sedan,mid-size,grey,automatic,gas,fwd,6,113331,like new,clean,mt,billings
325182,2021-05-01T09:03:00-0400,mercedes-benz,c230 kompressor,2003,convertible,compact,black,automatic,gas,rwd,4,148213,excellent,clean,fl,sarasota-bradenton
817086,2021-05-01T22:32:35-0400,gmc,acadia awd,2016,SUV,full-size,grey,automatic,gas,4wd,6,53000,good,clean,ny,long island
748872,2021-05-03T13:38:29-0400,honda,civic si sedan,2019,sedan,full-size,blue,manual,gas,fwd,4,10860,like new,clean,nj,central NJ
21189,2021-04-14T21:00:55-0800,nissan,pathfinder sl 4wd,2017,SUV,mid-size,red,automatic,gas,4wd,6,33974,like new,clean,ak,anchorage / mat-su
727944,2021-04-19T21:33:56-0400,gmc,k2500 suburban,1999,SUV,full-size,black,automatic,diesel,4wd,8,330000,excellent,clean,nc,raleigh / durham / CH
409551,2021-05-02T19:26:26-0700,chevrolet,impala,2008,sedan,mid-size,blue,automatic,gas,fwd,6,142000,good,clean,id,spokane / coeur d'alene
49803,2021-04-22T12:28:05-0700,ford,f-250,2010,pickup,full-size,red,automatic,diesel,4wd,8,124500,good,clean,az,tucson
799188,2021-05-04T09:03:16-0400,hyundai,sonata limited,2011,sedan,mid-size,white,automatic,gas,fwd,4,89469,good,clean,ny,buffalo
240462,2021-04-14T12:24:11-0600,toyota,tacoma 4x4,2010,truck,mid-size,green,automatic,gas,4wd,6,233300,good,rebuilt,co,fort collins / north CO
177297,2021-04-23T18:24:18-0700,mazda,b4000,1998,truck,mid-size,green,automatic,gas,4wd,6,80000,good,clean,ca,santa barbara
652206,2021-05-01T12:37:13-0500,chevrolet,impala lt,2008,sedan,full-size,grey,automatic,gas,fwd,6,94529,good,clean,mn,st cloud
751671,2021-04-26T12:55:35-0400,jeep,grand cherokee,2014,SUV,full-size,custom,automatic,gas,4wd,6,115744,good,clean,nj,central NJ
1070589,2021-05-04T07:25:52-0500,infiniti,qx80 rwd,2015,SUV,full-size,black,automatic,gas,rwd,8,114000,excellent,clean,tn,memphis
